Season,ConfRank,Conference,Schools,Wins,Losses,WinPCT,ConfSRS,ConfSOS
2022,27,Horizon League,12,176,205,0.461942257,-8.22,-5.83
2022,28,Patriot League,10,146,174,0.45625,-9.62,-7.19
2022,29,Southland Conference,8,119,141,0.457692308,-10.58,-5.9
2022,30,Northeast Conference,10,128,169,0.430976431,-10.96,-7.54
2022,31,Mid-Eastern Athletic Conference,8,106,131,0.447257384,-12.03,-7.67
2022,32,Southwest Athletic Conference,12,137,229,0.37431694,-12.03,-5.86
2023,1,Big 12 Conference,10,199,114,0.635782748,16.53,10.62
2023,2,Big Ten Conference,14,256,178,0.589861751,13,8.77
2023,3,Southeastern Conference,14,261,177,0.595890411,11.79,7.79
2023,4,Big East Conference,11,195,150,0.565217391,11.39,7.97
2023,5,Pacific-12 Conference,12,208,172,0.547368421,11.11,8.25
2023,6,Mountain West Conference,11,202,141,0.588921283,8.93,6.12
2023,7,Atlantic Coast Conference,15,267,209,0.56092437,7.62,5.43
2023,8,West Coast Conference,10,184,141,0.566153846,7.18,5.27
2023,9,American Athletic Conference,11,184,151,0.549253731,6.78,4.21
2023,10,Conference USA,11,200,148,0.574712644,2.25,0.89
2023,11,Atlantic 10 Conference,15,254,220,0.535864979,1.71,0.62
2023,12,Western Athletic Conference,13,224,177,0.558603491,1.03,1.15
2023,13,Sun Belt Conference,14,249,207,0.546052632,-0.65,-1.08
2023,14,Big West Conference,11,178,169,0.5129683,-1.3,-0.66
2023,15,Missouri Valley Conference,12,205,186,0.524296675,-1.35,-1.47
2023,16,Ivy League,8,118,104,0.531531532,-1.59,-2.43
2023,17,Mid-American Conference,12,187,186,0.501340483,-2.86,-1.89
2023,18,Big Sky Conference,10,153,171,0.472222222,-2.97,-1.25
2023,19,Southern Conference,10,164,164,0.5,-4.3,-3.5
2023,20,Atlantic Sun Conference,14,235,212,0.525727069,-4.59,-2.71
2023,21,Summit League,10,160,162,0.49689441,-4.9,-2.79
2023,22,Metro Atlantic Athletic Conference,11,166,172,0.49112426,-5.11,-4.43
2023,23,Big South Conference,10,157,164,0.489096573,-6.03,-4.64
2023,24,Horizon League,11,174,186,0.483333333,-6.05,-4.26
2023,25,Colonial Athletic Association,13,204,220,0.481132075,-6.3,-3.86
2023,26,America East Conference,9,139,140,0.498207885,-6.84,-5.44
2023,27,Patriot League,10,155,168,0.479876161,-7.5,-6.31
2023,28,Ohio Valley Conference,10,158,166,0.487654321,-9.51,-6.78
2023,29,Mid-Eastern Athletic Conference,8,110,132,0.454545455,-9.69,-5.03
2023,30,Southland Conference,10,146,176,0.453416149,-10.68,-6.52
2023,31,Southwest Athletic Conference,12,151,224,0.402666667,-11.5,-5.64
2023,32,Northeast Conference,9,122,160,0.432624113,-14.38,-9.8
2023,33,Independent,2,16,43,0.271186441,-16.92,-5.45
